"date","location","obs_date","mission","date_diff","secchi","med_Blue_corr","med_Red_corr","med_Green_corr","med_Nir_corr","med_Swir1_corr","med_Swir2_corr","prop_clouds","prop_hillShadow","pCount_dswe1","pCount_dswe3","min_cloud_dist","mean_cloud_dist","system.index","CLOUD_COVER","IMAGE_QUALITY","IMAGE_QUALITY_TIRS","SUN_AZIMUTH","SUN_ELEVATION","tot_sol_rad_KJpm2_3","max_temp_degK_3","min_temp_degK_3","tot_precip_m_3","mean_wind_mps_3","tot_sol_rad_KJpm2_5","max_temp_degK_5","min_temp_degK_5","tot_precip_m_5","mean_wind_mps_5","tot_sol_rad_KJpm2_7","max_temp_degK_7","min_temp_degK_7","tot_precip_m_7","mean_wind_mps_7"
2019-10-12,"F",2019-10-11,"LANDSAT_7",-1,"2.75",0.025115,0.0170575,0.027755,0.01329,0.00693749999999998,0.0078175,0,1,21,0,60,64.9047619047619,"2_LE07_018050_20191012",35,9,NA,129.55962285,56.71488585,51923.38,294.520341873169,293.829577763875,0.0194772615804482,0.434307713564109,90900.4817226563,295.514590581258,293.829577763875,0.0298845903465335,0.377915212190864,129063.968785156,295.514590581258,293.829577763875,0.0696253494807237,0.320331606440642
2019-11-13,"B",2019-11-13,"LANDSAT_7",0,"2.00",0.019945,0.00902749999999999,0.0162325,0.0128775,0.00201499999999998,0.00256499999999998,0,1,21,0,52,59.6190476190476,"2_LE07_018050_20191113",32,9,NA,141.92539727,49.20682937,45692.08,293.620827992757,293.382895787557,0.00951827764506064,0.600063419791229,68405.052,293.620827992757,292.861565272013,0.0208376079796331,0.809512345387503,92346.9,293.743398030599,292.861565272013,0.0374316334721989,0.90309125564394
2019-11-13,"F",2019-11-13,"LANDSAT_7",0,"2.00",0.0157925,0.00631874999999999,0.01285,0.00778999999999999,0.0019875,0.00256499999999998,0,1,22,0,28,35.4090909090909,"2_LE07_018050_20191113",32,9,NA,141.92539727,49.20682937,45692.08,293.620827992757,293.382895787557,0.00951827764506064,0.600063419791229,68405.052,293.620827992757,292.861565272013,0.0208376079796331,0.809512345387503,92346.9,293.743398030599,292.861565272013,0.0374316334721989,0.90309125564394
2019-11-13,"P",2019-11-13,"LANDSAT_7",0,"2.50",0.0139775,0.00459999999999999,0.00855999999999998,0.0081475,0.00212499999999998,-0.00023999999999999,0,1,26,0,213,218.230769230769,"2_LE07_018050_20191113",32,9,NA,141.92539727,49.20682937,45692.08,293.620827992757,293.382895787557,0.00951827764506064,0.600063419791229,68405.052,293.620827992757,292.861565272013,0.0208376079796331,0.809512345387503,92346.9,293.743398030599,292.861565272013,0.0374316334721989,0.90309125564394
2020-01-08,"C",2020-01-06,"LANDSAT_8",-2,"2.25",0.0403009836300679,0.00904146325988135,0.0354108915353643,0.00372500087641508,0.00854238356873876,0.0235714513186521,0,1,27,0,38,46.5555555555556,"1_LC08_018050_20200108",47.79,9,9,144.3878891,45.11564653,22627.7,290.921588261922,290.145499547323,0.0110477834938933,0.99869506749814,37266.584,293.527757644653,290.104473749797,0.0222056328540248,0.972944551915687,76296.472,294.577300389608,290.104473749797,0.0222258626702683,0.851420874948152
2020-01-08,"D",2020-01-06,"LANDSAT_8",-2,"2.30",0.0396616916302859,0.00805338433028502,0.0361508537905529,0.0062583443949458,0.00692873995925967,0.0196524233474233,0,1,27,0,38,43.8888888888889,"1_LC08_018050_20200108",47.79,9,9,144.3878891,45.11564653,22627.7,290.921588261922,290.145499547323,0.0110477834938933,0.99869506749814,37266.584,293.527757644653,290.104473749797,0.0222056328540248,0.972944551915687,76296.472,294.577300389608,290.104473749797,0.0222258626702683,0.851420874948152
2020-01-16,"R",2020-01-16,"LANDSAT_7",0,"2.50",0.02103125,0.005975,0.0205225,0.0021525,0.003555,0.00330749999999999,0,1,24,0,98,105.541666666667,"2_LE07_018050_20200116",58,9,NA,137.53083936,42.53287875,45636.276,292.931762695312,292.316420237223,0.0084327021000945,0.979491034676298,76362.112,293.215279897054,292.316420237223,0.0115793117639669,0.834025301745629,105027.744,293.260744094849,292.316420237223,0.0133370974418767,0.75730841046216
2020-02-01,"B",2020-01-31,"LANDSAT_7",-1,"1.70",0.050415,0.0292125,0.0509925,0.0311925,0.0132075,0.0083125,0,1,25,0,3,8.68,"2_LE07_018050_20200201",26,9,NA,132.65456458,44.37085106,55315.868,295.842135111491,294.643123626709,0.00208712731762262,0.528774035063309,97047.38,295.842135111491,293.865614573161,0.00210677512257007,0.37280311709477,137316.82,295.842135111491,292.052499771118,0.00214578504642304,0.304552744143122
2020-02-01,"E",2020-01-31,"LANDSAT_7",-1,"2.00",0.043485,0.019065,0.0448325,0.015105,0.00729499999999999,0.00525999999999998,0,1,13,0,70,73.4615384615385,"2_LE07_018050_20200201",26,9,NA,132.65456458,44.37085106,55315.868,295.842135111491,294.643123626709,0.00208712731762262,0.528774035063309,97047.38,295.842135111491,293.865614573161,0.00210677512257007,0.37280311709477,137316.82,295.842135111491,292.052499771118,0.00214578504642304,0.304552744143122
2020-02-01,"F",2020-01-31,"LANDSAT_7",-1,"1.75",0.0387,0.0175525,0.04321,0.01395,0.00404999999999999,0.00206999999999998,0,1,26,0,98,104.961538461538,"2_LE07_018050_20200201",26,9,NA,132.65456458,44.37085106,55315.868,295.842135111491,294.643123626709,0.00208712731762262,0.528774035063309,97047.38,295.842135111491,293.865614573161,0.00210677512257007,0.37280311709477,137316.82,295.842135111491,292.052499771118,0.00214578504642304,0.304552744143122
