med_Aerosol,med_Blue,med_Green,med_Red,med_Nir,med_Swir1,med_Swir2,med_SurfaceTemp,med_temp_qa,min_Aerosol,min_Blue,min_Green,min_Red,min_Nir,min_Swir1,min_Swir2,min_SurfaceTemp,min_temp_qa,max_Aerosol,max_Blue,max_Green,max_Red,max_Nir,max_Swir1,max_Swir2,max_SurfaceTemp,max_temp_qa,Q1_Aerosol,Q1_Blue,Q1_Green,Q1_Red,Q1_Nir,Q1_Swir1,Q1_Swir2,Q1_SurfaceTemp,Q3_Aerosol,Q3_Blue,Q3_Green,Q3_Red,Q3_Nir,Q3_Swir1,Q3_Swir2,Q3_SurfaceTemp,sd_Aerosol,sd_Blue,sd_Green,sd_Red,sd_Nir,sd_Swir1,sd_Swir2,sd_SurfaceTemp,sd_temp_qa,kurt_SurfaceTemp,prop_clouds,prop_medHighAero,prop_hillShadow,pCount_dswe1,pCount_dswe3,min_cloud_dist,mean_cloud_dist,system:index
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018050_20130405_14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.46153846153847,1.0,0,0,,,1_LC08_018050_20130405_15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018050_20130405_16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018050_20130405_17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018050_20130405_18
0.02302499999999999,0.03168750000000001,0.049067499999999986,0.031439999999999996,0.03798499999999999,0.03146750000000001,0.023767499999999997,297.84793496,554.0,0.020494999999999985,0.029817499999999997,0.04574,0.028744999999999993,0.034932500000000005,0.029707499999999998,0.02167749999999999,297.76248446,499,0.025169999999999998,0.03361249999999999,0.050634999999999986,0.040295,0.043182499999999985,0.032539999999999986,0.02437249999999999,298.11112249999996,596,0.022364999999999996,0.030395000000000005,0.04794000000000001,0.030230000000000007,0.03669249999999999,0.03089,0.023299999999999987,297.78641059999995,0.024125000000000008,0.03242999999999999,0.04961750000000001,0.03443750000000001,0.03914000000000001,0.03187999999999999,0.023877499999999996,297.8718611,0.0012691178195896671,0.0011479299804429746,0.0013497094131705155,0.0030818851373793387,0.0018863649805907251,6.544805879477249E-4,5.692072206142488E-4,0.0887580227289899,25.887448696231154,1.1299073608505532,0.0,128.0,1.0,25,0,17,24.72,1_LC08_018050_20130426_1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,128.0,1.0,0,0,,,1_LC08_018050_20130426_2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,128.0,1.0,0,0,,,1_LC08_018050_20130426_3
0.01029250000000001,0.020274999999999987,0.03897500000000001,0.020137500000000003,0.027975,0.027315000000000006,0.02233750000000001,298.08719636,390.0,0.006085000000000007,0.016479999999999995,0.03506999999999999,0.015297499999999992,0.023657499999999998,0.025747500000000006,0.021265000000000006,297.9573116,384,0.016012499999999985,0.025087499999999985,0.044749999999999984,0.03146750000000001,0.03366749999999999,0.029267500000000002,0.0234925,298.13163062,394,0.008284999999999987,0.018405000000000005,0.03787499999999999,0.017662499999999998,0.025169999999999998,0.02682000000000001,0.022144999999999998,297.99832784,0.013179999999999997,0.02313499999999999,0.0412575,0.023822499999999996,0.030560000000000004,0.028112499999999985,0.022667500000000007,298.10428646,0.0028410416145171736,0.0026238915061035603,0.002407723490645747,0.004329670349585183,0.0028829177011977544,8.807953581637539E-4,4.8074505647764887E-4,0.05718376524088088,2.5114279271346187,-1.1547108648360747,0.0,128.0,1.0,27,0,67,74.14814814814815,1_LC08_018050_20130426_4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,128.0,1.0,0,0,,,1_LC08_018050_20130426_5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,128.0,1.0,0,0,,,1_LC08_018050_20130426_6
0.0038024999999999864,0.012753749999999994,0.031233750000000005,0.012533749999999996,0.017387499999999986,0.02259875,0.019326250000000003,299.05449602,343.5,2.824999999999911E-4,0.0084225,0.02698500000000001,0.009742499999999987,0.014637499999999998,0.02156749999999999,0.019037499999999985,298.9827176,339,0.008917499999999995,0.0175525,0.03534499999999999,0.016727500000000006,0.02082500000000001,0.024235000000000007,0.01999999999999999,299.13311048,347,0.0017125000000000057,0.010484999999999994,0.029267500000000002,0.011227500000000001,0.016149999999999998,0.022172499999999984,0.019202499999999983,299.0339879,0.0063600000000000045,0.014940000000000009,0.03328249999999999,0.014279999999999987,0.019065,0.02313499999999999,0.019587500000000008,299.0681681,0.0025726856921366626,0.0027217012717232585,0.0024076168516441662,0.0020058436427438163,0.0017820046105716462,6.625766319527729E-4,2.480322637442562E-4,0.03621327277597415,2.399202542408711,0.005786640904382523,0.0,128.0,1.0,18,0,148,155.77777777777777,1_LC08_018050_20130426_7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,128.0,1.0,0,11,,,1_LC08_018050_20130426_8
-0.0018900000000000028,0.004737500000000006,0.017607499999999998,7.500000000000007E-4,0.003939999999999999,0.013592500000000007,0.01296,299.64239546,372.0,-0.004007499999999997,0.002454999999999985,0.01650750000000001,3.500000000000725E-5,0.003500000000000003,0.01285,0.012602499999999989,299.57403506,369,-4.325000000000023E-4,0.0059474999999999945,0.018102499999999994,0.0012999999999999956,0.004737500000000006,0.014444999999999986,0.013537500000000008,299.77228021999997,375,-0.002522500000000011,0.004379999999999995,0.01708499999999999,3.374999999999906E-4,0.00383,0.013179999999999997,0.012795,299.58428912,-0.0010650000000000104,0.00581000000000001,0.017689999999999984,0.0010799999999999976,0.004379999999999995,0.013729999999999992,0.013152499999999984,299.74493606,9.819304965220277E-4,9.987867640292424E-4,4.172978552544722E-4,4.269660408041795E-4,3.532350492236033E-4,4.7707441767508714E-4,2.786799239270643E-4,0.06914821976060657,2.1242402628291597,-1.4287706870396357,0.0,128.0,1.0,11,0,95,102.27272727272727,1_LC08_018050_20130426_9
0.026022500000000004,0.02745249999999999,0.03443750000000001,0.019202499999999983,0.027645000000000003,0.024070000000000008,0.019037499999999985,297.74881238,569.0,0.02093500000000001,0.022667500000000007,0.032594999999999985,0.017002500000000004,0.024455000000000005,0.022474999999999995,0.016782500000000006,297.342068,522,0.028249999999999997,0.029157500000000003,0.040569999999999995,0.024867499999999987,0.04288,0.026022500000000004,0.019862500000000005,298.60331738,606,0.02390500000000001,0.026654999999999984,0.03361249999999999,0.018460000000000004,0.026489999999999986,0.023822499999999996,0.018460000000000004,297.50955098,0.026682499999999998,0.02844250000000001,0.0355925,0.020082500000000003,0.028992500000000004,0.02453749999999999,0.01936750000000001,298.13846666,0.0018500999467393445,0.0015357526665561979,0.001745618324071407,0.0016294570569528463,0.0037028257886190467,7.84845154218096E-4,7.033008503960603E-4,0.39660576059362584,23.69314414266486,-1.0092726020775757,0.0,128.0,1.0,21,1,15,21.80952380952381,1_LC08_018050_20130426_10
0.008037499999999989,0.01397749999999999,0.026709999999999998,0.011557499999999998,0.017744999999999997,0.019326250000000003,0.015407500000000005,299.04253295,478.5,0.003527499999999989,0.009797499999999987,0.024207499999999993,0.00789999999999999,0.014032500000000003,0.017992499999999995,0.014169999999999988,298.97246354000004,443,0.012217499999999992,0.018295000000000006,0.029872499999999996,0.014692499999999997,0.02134749999999999,0.0204675,0.016314999999999996,299.09893028,505,0.006139999999999993,0.012657500000000002,0.025926249999999998,0.010072499999999998,0.016356250000000003,0.0189275,0.015159999999999993,299.00664373999996,0.01011374999999999,0.01546249999999999,0.027658749999999996,0.012602499999999989,0.019147499999999998,0.01951875,0.015531249999999996,299.08013116999996,0.0024107854082688986,0.002068865783831956,0.00142971167632882,0.001730807325951095,0.0018518279697171624,5.450205362943661E-4,4.5082389854579917E-4,0.038307660729339624,15.678187253491476,-1.2821917520799442,0.0,128.0,1.0,24,0,32,36.958333333333336,1_LC08_018050_20130426_11
0.03530375000000001,0.046097499999999986,0.08342875,0.04829750000000001,0.0313025,0.02207624999999999,0.016026249999999992,300.19953272,343.5,4.750000000000032E-4,0.018955,0.05624499999999999,0.02803,0.006662499999999988,0.013867500000000005,0.012630000000000002,299.25615919999996,336,0.042495000000000005,0.05550250000000001,0.09061999999999998,0.06732749999999998,0.08586250000000001,0.06003999999999998,0.043952500000000005,302.83482614,348,0.02621499999999999,0.03988249999999999,0.07714500000000002,0.043704999999999994,0.024345000000000006,0.019092499999999984,0.014692499999999997,299.65264951999995,0.0386725,0.05069000000000001,0.08732000000000001,0.05245,0.04076250000000001,0.02313499999999999,0.016534999999999994,300.8797187,0.010422687168504096,0.008843118175310064,0.007796641905333202,0.008414915422183407,0.020981143319657294,0.009875111708228919,0.006834090214688419,0.9066451503068301,3.2400515249451582,0.6378670226491465,0.0,128.0,1.0,22,1,155,161.1818181818182,1_LC08_018050_20130426_12
-0.011762500000000009,-0.004172499999999996,0.013509999999999994,-0.00868250000000001,-0.0030999999999999917,0.008559999999999984,0.009027499999999994,298.64775164,377.0,-0.015392500000000003,-0.007830000000000004,0.010649999999999993,-0.010910000000000003,-0.004695000000000005,0.00800999999999999,0.008697499999999997,298.51444886,374,-0.007390000000000008,-1.0250000000000536E-4,0.017937499999999995,-0.005629999999999996,1.1749999999999261E-4,0.009550000000000003,0.009330000000000005,298.72294808000004,382,-0.013852500000000018,-0.006455000000000016,0.01238249999999999,-0.009590000000000015,-0.004172499999999996,0.008394999999999986,0.008917499999999995,298.61015341999996,-0.010222499999999995,-0.0022199999999999998,0.01546249999999999,-0.007252499999999995,-0.002082500000000015,0.008807499999999996,0.009110000000000007,298.68534986,0.0021015280488254334,0.002284905214664274,0.0019557140026087664,0.0014320225696545373,0.001338191481066887,3.7772468809970657E-4,1.616663230237312E-4,0.05277564482516332,2.3323807579381204,-0.4504800511951652,0.0,128.0,1.0,25,0,87,95.64,1_LC08_018050_20130426_13
0.009000000000000008,0.015765,0.029102500000000003,0.0143625,0.02401500000000001,0.01983499999999999,0.014912499999999995,298.95879146,352.0,0.006882499999999986,0.013757500000000006,0.027287499999999992,0.012795,0.021787499999999987,0.018845,0.014114999999999989,298.7605463,348,0.013922500000000004,0.021732499999999988,0.039635000000000004,0.027315000000000006,0.029404999999999987,0.022254999999999997,0.016782500000000006,299.43731426,357,0.008587499999999998,0.015077499999999994,0.028249999999999997,0.013647500000000007,0.023299999999999987,0.019449999999999995,0.014719999999999983,298.880177,0.009852499999999986,0.016727500000000006,0.030230000000000007,0.01540749999999999,0.02470249999999999,0.020219999999999988,0.015242499999999992,299.03740591999997,0.0014723227771110577,0.0017174047455390487,0.002939891535414212,0.0034338159298366497,0.0017006775532123167,8.184073924396393E-4,5.94960704584704E-4,0.1740094345679814,2.209072203437452,0.2665480941303442,0.0,128.0,1.0,25,1,134,141.16,1_LC08_018050_20130426_14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,128.0,1.0,0,0,,,1_LC08_018050_20130426_15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7307692307692307,128.0,1.0,0,1,,,1_LC08_018050_20130426_16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,128.0,1.0,0,1,,,1_LC08_018050_20130426_17
5.574999999999886E-4,0.005865000000000009,0.018927499999999986,0.0013275000000000092,0.005479999999999985,0.015132499999999993,0.01477500000000001,297.72830425999996,502.0,4.200000000000037E-4,0.005589999999999984,0.01837749999999999,0.0012449999999999961,0.005012500000000003,0.014197500000000002,0.0144175,297.67703396,467,6.12499999999988E-4,0.006167499999999992,0.019642500000000007,0.0015199999999999936,0.005699999999999983,0.015270000000000006,0.01488500000000001,297.74881238,537,4.200000000000037E-4,0.005589999999999984,0.01837749999999999,0.0012449999999999961,0.005012500000000003,0.014197500000000002,0.0144175,297.67703396,6.12499999999988E-4,0.006167499999999992,0.019642500000000007,0.0015199999999999936,0.005699999999999983,0.015270000000000006,0.01488500000000001,297.74881238,8.095780794133167E-5,2.3585247272161328E-4,5.17896386033631E-4,1.1522321332478136E-4,2.866690891370381E-4,4.764903520067709E-4,1.9957245968981268E-4,0.030187135142667878,28.577380332470412,-1.5000000000000002,0.0,128.0,1.0,3,0,27,33.0,1_LC08_018050_20130426_18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018050_20130512_1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018050_20130512_2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018050_20130512_3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018050_20130512_4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018050_20130512_5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018050_20130512_6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018050_20130512_7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018050_20130512_8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018050_20130512_9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018050_20130512_10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018050_20130512_11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018050_20130512_12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018050_20130512_13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018050_20130512_14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018050_20130512_15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018050_20130512_16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018050_20130512_17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018050_20130512_18
0.002014999999999989,0.00935749999999999,0.02250250000000001,0.00935749999999999,0.008972499999999994,0.006964999999999999,0.005204999999999987,302.72544949999997,332.0,-3.5000000000001696E-4,0.005975000000000008,0.018240000000000006,0.0053974999999999995,0.004517500000000008,0.004682500000000006,0.0039124999999999854,302.16147620000004,327,0.004242499999999982,0.01243749999999999,0.0381775,0.02761749999999999,0.012465000000000004,0.010484999999999994,0.007734999999999992,303.66540499999996,338,8.874999999999855E-4,0.007789999999999991,0.019669999999999993,0.0071299999999999975,0.0069099999999999995,0.00581000000000001,0.004462500000000008,302.46909800000003,0.0027024999999999966,0.01103499999999999,0.03438250000000001,0.019257499999999983,0.009550000000000003,0.007817500000000005,0.00581000000000001,302.99205506,0.0011926120660130874,0.0018956654609925258,0.007296553809847489,0.007725347536518992,0.00213099954012196,0.0015111998411858009,9.493477971744567E-4,0.38189783262961047,2.7637655472196823,-0.3871442941452141,0.0,128.0,1.0,25,0,223,231.32,1_LC08_018050_20130528_1
-0.009204999999999991,-0.0021100000000000008,0.012052499999999994,-0.0012024999999999952,0.001052499999999984,0.006305000000000005,0.006855,299.45782238000004,399.0,-0.011295,-0.004667499999999991,0.010594999999999993,-0.0027975000000000083,-9.824999999999973E-4,0.0048749999999999905,0.005754999999999982,298.60331738,393,-0.007445000000000007,3.500000000000725E-5,0.013042499999999985,1.1749999999999261E-4,0.003197499999999992,0.008339999999999986,0.008229999999999987,300.63020324,406,-0.009535000000000016,-0.002934999999999993,0.011117500000000002,-0.0016974999999999907,-4.325000000000023E-4,0.0056174999999999975,0.006415000000000004,299.07842216,-0.008874999999999994,-0.0015600000000000058,0.012575000000000003,-4.6000000000001595E-4,0.0014375000000000082,0.007047499999999984,0.007624999999999993,299.89874696,9.077206398446497E-4,0.0010804576067574348,7.703896157140767E-4,7.314660894395599E-4,0.0011523517258198578,9.937366150042021E-4,7.474303713390385E-4,0.5701028503995023,3.5552777669262356,-0.9184956619693772,0.0,128.0,1.0,25,0,120,128.16,1_LC08_018050_20130528_2
0.002454999999999985,0.006332499999999991,0.014940000000000009,0.002537499999999998,0.0021525000000000016,0.0053974999999999995,0.005314999999999986,302.62290889999997,306.0,-0.0012300000000000089,0.003857499999999986,0.01389499999999999,6.12499999999988E-4,-5.150000000000154E-4,0.003307499999999991,0.00383,302.46226196,301,0.0043249999999999955,0.008174999999999988,0.016672500000000007,0.0044349999999999945,0.008092500000000002,0.010787500000000005,0.008587499999999998,302.7596297,310,9.699999999999986E-4,0.005452499999999999,0.014582499999999998,0.00190499999999999,0.0012999999999999956,0.004049999999999998,0.004077499999999984,302.56822058,0.003060000000000007,0.006607499999999988,0.015600000000000003,0.0031150000000000067,0.0036650000000000016,0.006277499999999991,0.006112499999999993,302.68443326,0.0013781334666322599,0.0010717331770284443,7.228052134172285E-4,9.407417705593679E-4,0.0018515092321940675,0.0017972278035290293,0.0012811861814545382,0.0787994438235196,2.795253668758769,-0.8209693423334952,0.0,128.0,1.0,27,0,264,271.22222222222223,1_LC08_018050_20130528_3
0.0019599999999999895,0.007349999999999995,0.01947750000000001,0.004682500000000006,2.0000000000000573E-4,0.0017399999999999916,0.0024824999999999986,303.5115941,308.0,8.874999999999855E-4,0.006525000000000003,0.017249999999999988,0.0025924999999999976,-0.0013124999999999942,0.0010799999999999976,0.002014999999999989,303.30993092,303,0.0033350000000000046,0.010374999999999995,0.027095000000000008,0.0113925,0.0019599999999999895,0.0028124999999999956,0.0030050000000000077,303.69616718,315,0.001574999999999993,0.007102499999999984,0.018047499999999994,0.0036924999999999875,-4.6000000000001595E-4,0.001354999999999995,0.0023724999999999996,303.38854538,0.002950000000000008,0.008477499999999999,0.020769999999999983,0.006085000000000007,6.674999999999875E-4,0.002207500000000001,0.002757499999999996,303.59020856,7.200875504040556E-4,0.0010110867755855914,0.0022202059062433645,0.001993915388580357,8.114902082124519E-4,5.00752845432259E-4,2.645169264708357E-4,0.11992966299819946,3.0608820016892047,-1.2250295464673153,0.0,128.0,1.0,27,0,257,265.2962962962963,1_LC08_018050_20130528_4
0.0027850000000000097,0.006937499999999985,0.015077499999999994,0.002867499999999995,-0.0018075000000000174,0.003967499999999985,0.0045449999999999935,304.06531334,355.0,-8.450000000000124E-4,0.0045449999999999935,0.01243749999999999,2.274999999999916E-4,-0.004695000000000005,0.001794999999999991,0.002950000000000008,303.95935471999996,350,0.005562499999999998,0.010099999999999998,0.017772499999999997,0.005699999999999983,8.32499999999986E-4,0.005754999999999982,0.006002499999999994,304.14734582,360,9.699999999999986E-4,0.005699999999999983,0.01389499999999999,0.0018499999999999905,-0.0030999999999999917,0.0032524999999999915,0.0042149999999999965,304.02771512,0.0036924999999999875,0.008202500000000001,0.01593,0.0038849999999999996,-0.0010100000000000109,0.004517500000000008,0.0052875000000000005,304.09949354,0.0018090422217295014,0.0015525532647867586,0.0013809929398805776,0.00144406414677465,0.0014048959534428138,0.0011089920468605715,9.252144400083685E-4,0.05254136101753938,2.752162785882184,-0.9859587206455451,0.0,128.0,1.0,25,0,182,189.4,1_LC08_018050_20130528_5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,128.0,1.0,0,0,,,1_LC08_018050_20130528_6
0.007047499999999984,0.011364999999999986,0.020797499999999997,0.008229999999999987,0.010072499999999984,0.008697499999999997,0.0071299999999999975,300.44563016,349.0,0.00429750000000001,0.00946749999999999,0.019119999999999998,0.006112499999999993,0.007982500000000003,0.008119999999999988,0.006525000000000003,300.20636876000003,344,0.011694999999999983,0.01604,0.022749999999999992,0.010649999999999993,0.01562749999999999,0.009989999999999999,0.008202500000000001,300.98909534,353,0.006195000000000006,0.010732500000000006,0.019669999999999993,0.007157499999999983,0.008945000000000008,0.0083125,0.006827499999999986,300.38068778,0.008119999999999988,0.012932499999999986,0.021292499999999992,0.009000000000000008,0.011199999999999988,0.009082499999999993,0.0074325000000000085,300.57551492,0.0016133494165864986,0.0015059823571343608,9.737019564527497E-4,0.001254470788818941,0.0016879484767018216,5.040185115648218E-4,4.126451744537855E-4,0.19620868645686243,2.559374923685676,-0.09801994084401233,0.0,128.0,1.0,25,0,197,204.12,1_LC08_018050_20130528_7
