"date","location","mission","med_Blue_corr","med_Red_corr","med_Green_corr","med_Nir_corr","med_Swir1_corr","med_Swir2_corr","prop_clouds","prop_hillShadow","pCount_dswe1","pCount_dswe3","min_cloud_dist","mean_cloud_dist","system.index","CLOUD_COVER","IMAGE_QUALITY","IMAGE_QUALITY_TIRS","SUN_AZIMUTH","SUN_ELEVATION","tot_sol_rad_KJpm2_3","max_temp_degK_3","min_temp_degK_3","tot_precip_m_3","mean_wind_mps_3","tot_sol_rad_KJpm2_5","max_temp_degK_5","min_temp_degK_5","tot_precip_m_5","mean_wind_mps_5","tot_sol_rad_KJpm2_7","max_temp_degK_7","min_temp_degK_7","tot_precip_m_7","mean_wind_mps_7"
"2021-03-23","P","LANDSAT_7",0.02675125,0.0173325,0.0305325,0.0179375,0.00367874999999999,0.00128625,0,1,26,0,416,423.653846153846,"2_LE07_018050_20210323",13,9,NA,105.66028363,49.86394753,49303.764,294.652329126994,290.534594217936,0.00481955111007437,0.727748718851805,79046.7739648438,294.652329126994,290.534594217936,0.024346207997894,0.729948564728285,128018.839152344,294.863160451253,290.534594217936,0.024534952065892,0.645788795472737
"2021-04-08","A","LANDSAT_7",0.030285,0.023025,0.0475,0.02842875,0.00979749999999998,0.00655249999999998,0,1,24,0,33,39.4166666666667,"2_LE07_018050_20210408",33,9,NA,96.691289,52.5539086,53360.25,295.794237136841,292.106868743896,0.000863635540007124,0.355479450347322,66060.832,295.794237136841,290.13361231486,0.00932845019897144,0.68145326808559,95326.084,295.794237136841,290.13361231486,0.0237908693840936,0.921156611008002
"2021-04-08","C","LANDSAT_7",0.02913,0.0207975,0.0447225,0.0218975,0.00729499999999999,0.00655249999999998,0,1,27,0,100,107.925925925926,"2_LE07_018050_20210408",33,9,NA,96.691289,52.5539086,53360.25,295.794237136841,292.106868743896,0.000863635540007124,0.355479450347322,66060.832,295.794237136841,290.13361231486,0.00932845019897144,0.68145326808559,95326.084,295.794237136841,290.13361231486,0.0237908693840936,0.921156611008002
"2021-04-08","F","LANDSAT_7",0.03673375,0.031825,0.06312,0.025885,0.0047375,0.00391249999999998,0,1,20,0,22,29,"2_LE07_018050_20210408",33,9,NA,96.691289,52.5539086,53360.25,295.794237136841,292.106868743896,0.000863635540007124,0.355479450347322,66060.832,295.794237136841,290.13361231486,0.00932845019897144,0.68145326808559,95326.084,295.794237136841,290.13361231486,0.0237908693840936,0.921156611008002
"2021-04-24","A","LANDSAT_7",0.0304775,0.02781,0.054265,0.0210725,0.00701999999999999,0.00636,0,1,25,0,15,23.92,"2_LE07_018050_20210424",7,9,NA,87.58622827,54.14600767,69164.178,296.623125076294,295.531113942464,0.0014583769558385,0.640389456315829,109759.568,296.623125076294,295.3780225118,0.0115590843676046,0.536382043386567,152089.24,298.456977208455,295.3780225118,0.0234279963490849,0.545258384351207
"2021-04-24","B","LANDSAT_7",0.0316875,0.0299825,0.0605075,0.0173325,0.00721249999999998,0.00388499999999999,0,1,25,0,213,220.44,"2_LE07_018050_20210424",7,9,NA,87.58622827,54.14600767,69164.178,296.623125076294,295.531113942464,0.0014583769558385,0.640389456315829,109759.568,296.623125076294,295.3780225118,0.0115590843676046,0.536382043386567,152089.24,298.456977208455,295.3780225118,0.0234279963490849,0.545258384351207
"2021-04-24","C","LANDSAT_7",0.03056,0.0273975,0.057675,0.0167,0.0045175,0.00380249999999998,0,1,11,0,119,126,"2_LE07_018050_20210424",7,9,NA,87.58622827,54.14600767,69164.178,296.623125076294,295.531113942464,0.0014583769558385,0.640389456315829,109759.568,296.623125076294,295.3780225118,0.0115590843676046,0.536382043386567,152089.24,298.456977208455,295.3780225118,0.0234279963490849,0.545258384351207
"2021-04-24","D","LANDSAT_7",0.0315775,0.02979,0.0540175,0.021265,0.00712999999999999,0.00383,0,1,27,0,78,85.4074074074074,"2_LE07_018050_20210424",7,9,NA,87.58622827,54.14600767,69164.178,296.623125076294,295.531113942464,0.0014583769558385,0.640389456315829,109759.568,296.623125076294,295.3780225118,0.0115590843676046,0.536382043386567,152089.24,298.456977208455,295.3780225118,0.0234279963490849,0.545258384351207
"2021-04-24","F","LANDSAT_7",0.03133,0.02968,0.0578675,0.0172225,0.0047375,0.00388499999999999,0,1,26,0,369,377.115384615385,"2_LE07_018050_20210424",7,9,NA,87.58622827,54.14600767,69164.178,296.623125076294,295.531113942464,0.0014583769558385,0.640389456315829,109759.568,296.623125076294,295.3780225118,0.0115590843676046,0.536382043386567,152089.24,298.456977208455,295.3780225118,0.0234279963490849,0.545258384351207
"2021-04-24","G","LANDSAT_7",0.0303125,0.0271775,0.055365,0.020715,0.0044625,0.00374749999999998,0,1,25,0,309,316.68,"2_LE07_018050_20210424",7,9,NA,87.58622827,54.14600767,69164.178,296.623125076294,295.531113942464,0.0014583769558385,0.640389456315829,109759.568,296.623125076294,295.3780225118,0.0115590843676046,0.536382043386567,152089.24,298.456977208455,295.3780225118,0.0234279963490849,0.545258384351207
