date,location,mission,est_secchi_stringent,est_secchi_verystringent,est_secchi_highsecchi,est_secchi_stepwise
2012-04-15,L,LANDSAT_7,3.0068359375,2.8055403232574463,2.973062753677368,3.7312096737987437
2012-04-15,O,LANDSAT_7,3.4379000663757324,3.1717751026153564,3.3768467903137207,3.334859871327695
2012-04-15,Q,LANDSAT_7,3.4379000663757324,3.2742648124694824,3.3768467903137207,3.1894483424855826
2012-04-15,R,LANDSAT_7,3.151062488555908,3.0110983848571777,3.3768467903137207,3.207962780258339
2012-05-01,E,LANDSAT_7,3.0269665718078613,2.330542802810669,2.7768404483795166,3.0451578763893266
2012-05-01,F,LANDSAT_7,3.1156270503997803,2.3330154418945312,2.423336982727051,3.0833749831195196
2012-05-01,G,LANDSAT_7,3.2313761711120605,2.7375478744506836,2.921316623687744,3.3797495139416474
2012-05-01,I,LANDSAT_7,2.8373923301696777,2.539130210876465,2.892796754837036,3.3767969344211815
2012-05-01,K,LANDSAT_7,3.103198289871216,2.39851713180542,2.921316623687744,3.7413099441984676
2012-05-01,M,LANDSAT_7,2.8680906295776367,2.3952927589416504,2.7768404483795166,3.4085799639733163
2012-05-01,N,LANDSAT_7,3.0005059242248535,2.3330154418945312,2.5175325870513916,3.3894508916045
2012-05-01,O,LANDSAT_7,3.0849289894104004,2.3513023853302,2.2788608074188232,3.019405920469382
2012-05-01,P,LANDSAT_7,2.752969741821289,2.3952927589416504,2.2788608074188232,3.2744976144823146
2012-05-01,R,LANDSAT_7,3.1469531059265137,2.39851713180542,2.7768404483795166,3.4478091236205546
2012-09-06,A,LANDSAT_7,2.915250062942505,3.4745750427246094,3.4384169578552246,3.3808915510174753
2012-09-06,B,LANDSAT_7,2.535715103149414,3.6012418270111084,3.3442211151123047,3.0643139877176324
2012-09-06,C,LANDSAT_7,3.1908082962036133,3.568793535232544,3.4384169578552246,3.140784014763552
2012-09-06,D,LANDSAT_7,3.4306516647338867,3.5806853771209717,3.4384169578552246,3.3681947441500704
2012-09-06,E,LANDSAT_7,3.4625320434570312,3.654329299926758,3.3442211151123047,3.269714578506628
2012-09-06,F,LANDSAT_7,3.3402481079101562,3.471836566925049,3.3442211151123047,3.1479295534217755
2012-09-06,G,LANDSAT_7,3.4306516647338867,3.5806853771209717,3.4384169578552246,3.2624866824361565
2012-09-06,H,LANDSAT_7,4.029708385467529,3.285008430480957,3.3442211151123047,3.27069789911358
2012-09-06,M,LANDSAT_7,4.314357757568359,3.3238158226013184,3.3442211151123047,3.4958349882398903
2012-09-06,N,LANDSAT_7,3.1908082962036133,3.568793535232544,3.4384169578552246,3.2472530565428492
2012-09-06,P,LANDSAT_7,4.029708385467529,3.4831690788269043,3.3442211151123047,3.3486891082438905
